Title,Location,Beds,Baths,Area (Marla),Price (PKR),Price Per Marla
5 Marla Brand New Designer House Height Located House For Sale Sector H,"Bahria Enclave - Sector H, Bahria Enclave",3.0,4.0,5.0,24500000.0,4900000.0
Luxury Apartment For Sale In Top City 1 Islamabad,"Top City 1, Islamabad",2.0,2.0,4.7,14000000.0,2978723.404255319
Brand New 3 Kanal Hose Is Up For Sale,"Bahria Garden City - Zone 4, Bahria Garden City",11.0,7.0,60.0,275000000.0,4583333.333333333
G11/3 The Arch 3bed Apartment For Sale,"The Arch, G-11/3",3.0,4.0,10.0,45000000.0,4500000.0
Nora Residences 2 BHK Modern Apartment On Installment Plan,"NORA Residences, GT Road",2.0,2.0,5.5,11700000.0,2127272.727272727
2 Bed Apartment Main GT Road,"NORA Residences, GT Road",2.0,2.0,4.6,10800000.0,2347826.086956522
2 BHK Contemporary Apartment On Main GT Road,"NORA Residences, GT Road",2.0,2.0,5.3,11100000.000000002,2094339.6226415099
810 Square Feet 1 Bed Apartment Prime Location On Installments,"DHA Defence Phase 5, DHA Defence",1.0,1.0,3.6,7856999.999999999,2182499.9999999995
2 Bed Luxury Apartment In NORA Residences Main GT Road For Sale,"NORA Residences, GT Road",2.0,2.0,5.3,11100000.000000002,2094339.6226415099
Brand New Spectacular A+ Designer Kanal Dream House,"DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,139000000.0,6950000.0
3 Bedroom Luxury Apartment Available For Sale,"Askari Heights 4, DHA Phase 5 - Sector H",3.0,4.0,12.4,29000000.0,2338709.6774193547
Contemporary Designed 1 Kanal Brand New House Ready For Sale In DHA DEFENCE PHASE 2,"DHA Defence Phase 2, DHA Defence",6.0,6.0,20.0,125000000.0,6250000.0
Gulberg Islamabad Main Road 1 Kanal House For Sale,"Gulberg Residencia - Block E, Gulberg Residencia",8.0,6.0,20.0,100000000.0,5000000.0
7 Marla House For sale In Islamabad,"Jinnah Gardens, FECHS",7.0,,7.0,35000000.0,5000000.0
The Arabian Themed Brand New Fully Furnished Designer Farm House For Sale In Gulberg Greens Islamabad,"Gulberg Greens - Block D, Gulberg Greens",8.0,7.0,100.0,390000000.0,3900000.0
5 Marla Brand New Luxury Double Story House For Sale,"D-12/4, D-12",4.0,5.0,5.0,65000000.0,13000000.0
Well-Constructed Brand New House Available For Sale In E-11/2,"E-11/2, E-11",5.0,6.0,20.0,165000000.0,8250000.0
"South Facing Brand new House For Sale Heighted Near The park Mosque, Market School Walking Distance Water Filtration Top City 1 Islamabad","Top City 1, Islamabad",5.0,6.0,10.0,37900000.0,3790000.0
Beautiful Double Unit Designer House Available For Sale In Dha 1,"DHA Defence Phase 1, DHA Defence",5.0,6.0,10.0,50000000.0,5000000.0
E-11 TWO BEDROOM APARTMENT AVAILABLE FOR SALE.,"E-11, Islamabad",2.0,2.0,4.0,11500000.0,2875000.0
8 MARLA CORNER DOUBLE UNIT HOUSE FOR SALE | SLIGHTLY USED | NEAR TO PARK,"CBR Town Phase 1 - Block C, CBR Town Phase 1",5.0,6.0,8.0,36000000.0,4500000.0
Askari Heights 4 3 Bed Flat For Sale,"Askari Heights 4, DHA Phase 5 - Sector H",3.0,3.0,10.0,23900000.0,2390000.0
Investor Price House Available For Sale In F6/3,"F-6/3, F-6",6.0,6.0,40.0,550000000.0,13750000.0
Warda Humna Gorgeous On Excellent Location 1650 Square Feet Flat For Sale Available In Warda Hamna Residencia 3,"Warda Hamna Residencia 3, G-11/3",2.0,2.0,7.3,32500000.0,4452054.794520548
5 Marla Park facing House Available for sale in Bahria Enclave Sector G Islamabad,"Bahria Enclave - Sector G, Bahria Enclave",4.0,4.0,5.0,25000000.0,5000000.0
Beautiful 10 Marla House Solid Location House Available For Sale (Non Furnished),"Bahria Enclave - Sector C1, Bahria Enclave",5.0,5.0,10.0,44500000.0,4450000.0
30+60 Brand new House For Sale in G13/1 Islamabad,"G-13/2, G-13",5.0,6.0,7.0,65000000.0,9285714.285714285
5 Marla 2.5 Storey House For Sale,"Ghauri Town Phase 4A, Ghauri Town",5.0,6.0,5.0,20000000.0,4000000.0
Arabian Architecture: 1 Kanal House Ready For Sale In DHA Phase 2,"DHA Defence Phase 2, DHA Defence",6.0,6.0,20.0,85000000.0,4250000.0
DHA LEGACY : 1 Kanal Brand New Double Unit House Ready For Sale In DHA DEFENCE PHASE 2,"DHA Defence Phase 2, DHA Defence",6.0,6.0,20.0,95000000.0,4750000.0
Sleek Design 1 Kanal House Available For Sale In DHA DEFENCE PHASE 2,"DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,100000000.0,5000000.0
Bahria Enclave Islamabad 3 Bed Apartment In Fully Residential And Family Oriented For Sale At Investor Rate,"Bahria Enclave, Bahria Town",3.0,2.0,7.5,14000000.0,1866666.6666666667
Two Bedroom Flat For Sale In Defence Residency DHA 2 Islamabad,"Defence Residency, DHA Defence Phase 2",2.0,2.0,3.6,7500000.0,2083333.3333333333
1 Kanal Double Unit Designer House For Sale At Peak Location In DHA-2,"DHA Defence Phase 2, DHA Defence",6.0,7.0,14.0,72500000.0,5178571.428571428
Well-Constructed Brand New House Available For Sale In DHA 2,"DHA Defence Phase 2, DHA Defence",6.0,7.0,20.0,95000000.0,4750000.0
Royal Palace Of 20 Marla At DHA Phase 2 For Sale,"DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,125000000.0,6250000.0
Luxury Corner House Is Available For Sale In DHA Defence Phase 5 Islamabad,"DHA Defence Phase 5, DHA Defence",4.0,5.0,5.0,33000000.0,6600000.0
A House Of 2275 Square Feet In Islamabad,"MPCHS - Block C1, MPCHS - Multi Gardens",5.0,6.0,10.1,57500000.0,5693069.306930693
10 Marla Elegant Sunfacing House Available For Sale On Reasonable Price,"Bahria Enclave - Sector C1, Bahria Enclave",5.0,6.0,10.0,45000000.0,4500000.0
Elegant 2 BHK Apartment At NORA RESIDENCES ISLAMABAD On 3 Year Easy Installment Plan,"DHA Phase 5 - Downtown, DHA Defence Phase 5",2.0,2.0,5.3,11100000.000000002,2094339.6226415099
1200 Square Yard House For Sale,"F-7, Islamabad",6.0,6.0,48.0,600000000.0,12500000.0
House For Sale In I_8/2,"I-8/2, I-8",5.0,6.0,10.0,110000000.0,11000000.0
"I-8/2, 40X80 Brend New House For Sale 70 Feet Wide Road, Sun Facing","I-8/2, I-8",6.0,7.0,12.0,177500000.0,14791666.666666666
6 Marla Beautiful House Available For Sale In Dha Phase 2 Islamabad,"DHA Defence Phase 2, DHA Defence",4.0,5.0,5.0,45000000.0,9000000.0
HOUSE FOR SALE IN G 6 ISLAMABAD,"G-6/4, G-6",6.0,6.0,24.0,250000000.0,10416666.666666666
2 BED RESIDENTIAL APARTMENT,"Faisal Town Phase 1 - Block A, Faisal Town Phase 1",2.0,2.0,4.7,7000000.0,1489361.7021276595
Gomal Road House Available For Sale On Investor Price,"E-7, Islamabad",8.0,4.0,42.0,650000000.0,15476190.476190476
Dha Phase 1 Brand New 8 Marla House For Sale,"DHA Phase 1 - Sector B1, DHA Defence Phase 1",6.0,6.0,8.0,49000000.0,6125000.0
7 Marla Double Storey House For Sale,"Ghauri Town Phase 4A, Ghauri Town",6.0,6.0,7.0,35000000.0,5000000.0
5 Marla Double Storey House For Sale,"Ghauri Town Phase 4A, Ghauri Town",4.0,6.0,5.0,21500000.0,4300000.0
A 3 Bedroom Apartment Available For Sale in Defence Residency Al Ghurair Giga Block-15 DHA Phase-II Islamabad,"Al-Ghurair Giga - Block 15, Al-Ghurair Giga",3.0,3.0,7.3,15500000.0,2123287.671232877
2 Bed Apartment Available For Sale In G-15 Islamabad,"G-15, Islamabad",2.0,2.0,2.9,6100000.0,2103448.275862069
Beautiful Prime Location Single Unit House For Sale In F Block Mpchs Multi Garden B-17 Islamabad,"MPCHS - Multi Gardens, B-17",4.0,4.0,5.0,23000000.0,4600000.0
Brand New Lavish Double Unit For Sale In DHA-2,"DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,124500000.0,6225000.0
A Lavish Well Designed House For Sale In DHA-2,"DHA Defence Phase 2, DHA Defence",5.0,7.0,20.0,96500000.0,4825000.0
Ground Floor Brand New Apartment For Sale,"Askari Heights 4, DHA Phase 5 - Sector H",3.0,4.0,11.9,34500000.0,2899159.663865546
E-7 House For Sale.,"E-7, Islamabad",6.0,6.0,42.0,900000000.0,21428571.42857143
Luxury 2 Bed Apartment For Sale In G15 Islamabad,"G-15 Markaz, G-15",2.0,2.0,3.0,5800000.0,1933333.3333333333
2 Bed Unfurnished Flat Available For Slae,"E-11/2, E-11",2.0,2.0,4.7,14200000.0,3021276.5957446806
3 Bed Room Apartment Available For Sale,"E-11, Islamabad",3.0,3.0,6.2,20500000.0,3306451.6129032257
Apollo 3 BR ! Spacious Apartment For Sale,"Apollo Towers, E-11/4",3.0,3.0,6.2,22000000.0,3548387.0967741935
Renovated 5-Bedroom House for Sale in F-7 Islamabad,"F-7, Islamabad",5.0,6.0,22.0,270000000.0,12272727.272727273
Highly-Desirable House Available In I-8/4 For Sale,"I-8/4, I-8",6.0,6.0,14.0,139500000.0,9964285.714285715
Brand New House For Sale In G-11,"G-11, Islamabad",6.0,6.0,20.0,165000000.0,8250000.0
5 Marla House Available For Sale,"DHA Defence Phase 5, DHA Defence",3.0,4.0,5.0,33000000.0,6600000.0
B-17 II 40x80 Luxury House II For Sale II Best Location Near to MDR,"B-17, Islamabad",6.0,6.0,14.0,88000000.0,6285714.285714285
"Luxury 1Bedroom Unit Near Giga Mall, Defence Executive, DHAII Islamabad","Defence Executive Apartments, DHA Defence Phase 2",1.0,1.0,4.8,11000000.0,2291666.666666667
Bahria Enclave Islambad Sector H 5 Marla Fully Furnished House Available For Sale,"Bahria Enclave - Sector H, Bahria Enclave",3.0,3.0,5.0,31500000.0,6300000.0
Brand New House Available For Sale In Sector F-11/2.,"F-11/2, F-11",9.0,6.0,26.0,300000000.0,11538461.538461538
Brand New House Available for Sale In Sector C-1 Bahria Enclave Islamabad.,"Bahria Enclave, Bahria Town",5.0,6.0,10.0,48000000.0,4800000.0
Brand New House Available For Sale In Sector A Bahria Enclave Islamabad.,"Bahria Enclave, Bahria Town",5.0,6.0,10.0,54000000.0,5400000.0
"Prime Investment Opportunity: Demolished House In F-7, CDA Transfer, 60x100","F-7, Islamabad",5.0,5.0,26.0,260000000.0,10000000.0
Luxurious 6-Bedroom House For Sale In Prime Location,"F-7, Islamabad",6.0,6.0,40.0,450000000.0,11250000.0
Beautiful Prime Location Modern Design Double Highted Kanal House For Sale In Mpchs Multi Garden B-17 Islamabad,"MPCHS - Multi Gardens, B-17",7.0,6.0,20.0,85000000.0,4250000.0
"8 Marla Brand New House For Sale In Multi Gardens B-17 (MPCHS), Islamabad FMC","MPCHS - Multi Gardens, B-17",4.0,6.0,8.0,39500000.0,4937500.0
Beautiful Prime Location Modern Single Unit House 25*50 For Sale In F Block Mpchs Multi Garden B-17 Islamabad,"MPCHS - Multi Gardens, B-17",3.0,4.0,5.0,20000000.0,4000000.0
KANAL LUXURY BRAND NEW HOUSE FOR SALE DHA DEFENCE PHASE 1,"DHA Defence Phase 1, DHA Defence",5.0,6.0,20.0,90000000.0,4500000.0
House For Sale I-10 Islamabad,"I-10, Islamabad",4.0,2.0,4.0,23500000.0,5875000.0
1 BED ROOM LUXURY APARTMENT IN THE MIDDLE OF PARK-VIEW CITY DOWNTOWN,"Park View City - Downtown Block, Park View City",1.0,1.0,3.1,27000000.0,8709677.41935484
Fully Furnished 2 Bed Flat For Sale,"E-11, Islamabad",2.0,2.0,4.4,11500000.0,2613636.3636363633
1 Bed Furnished Flat Available For Sale,"E-11, Islamabad",1.0,1.0,3.8,12300000.0,3236842.105263158
2 Bedroom Luxury Furnished Apartment,"Makkah Tower, E-11",2.0,3.0,6.2,19000000.0,3064516.129032258
1 BED ROOM LUXURY FURNISHED APARTMENT IN ISLAMABAD,"Makkah Tower, E-11",1.0,2.0,3.8,12500000.0,3289473.6842105263
1 BED ROOM APARTMENT IN E-11 MARKAZ,"E-11/2, E-11",1.0,1.0,2.9,9000000.0,3103448.275862069
1 Bed Room Flat Available For Sale Investor Rate,"E-11, Islamabad",1.0,1.0,3.3,11500000.0,3484848.484848485
"Investor Alert E-7 622 Sqyd Brand New House 6Bed Drawing ,Dining 2 TV Lounge with Servant Quarter Peaceful Location for sale","E-7, Islamabad",6.0,7.0,24.0,550000000.0,22916666.666666668
4 Bed Brand New Designer House For Sale On 6 Marla,"Bani Gala, Islamabad",4.0,6.0,6.0,22000000.0,3666666.6666666665
Designer House Front Open Available For Sale,"DHA Phase 3 - Block B, DHA Defence Phase 3",5.0,6.0,11.0,53500000.0,4863636.363636363
Prime Location 1 Kanal House In D-12/4 Is Available For Sale,"D-12/4, D-12",9.0,6.0,20.0,250000000.0,12500000.0
7 Marla House In Stunning MPCHS - Block C Is Available For Sale,"MPCHS - Block C, MPCHS - Multi Gardens",5.0,5.0,7.0,42500000.0,6071428.571428572
Centrally Located House Available In Faisal Margalla City For sale,"Faisal Margalla City, B-17",,,5.0,23000000.0,4600000.0
Furnished 3-Bed Golf-Facing Apartment for Sale Ground Floor Eighteen Islamabad,"Eighteen, Kashmir Highway",3.0,4.0,9.8,58000000.0,5918367.346938775
Spanish Elegance In The Heart Of F-6,"F-6, Islamabad",,,20.0,320000000.0,16000000.0
Investor Opportunity: Corner Property in F-11,"F-11, Islamabad",,,20.0,190000000.0,9500000.0
Brand New Corner Double Storey CDA LOP clear Designer House For Sale In Jinnah Garden Phase 1 Islamabad,"Jinnah Gardens Phase 1, Jinnah Gardens",7.0,6.0,14.2,72500000.0,5105633.802816901
Most Modern Constructed Kanal House,"MPCHS - Multi Gardens, B-17",6.0,6.0,20.0,90000000.0,4500000.0
Prime Location House For Sale,"F-7, Islamabad",10.0,,76.0,750000000.0,9868421.05263158
Spacious 2-Bed Apartment for Sale in investor Rate 887 Sq. Ft. in Gulberg Greens islamabad,"Gulberg Greens, Gulberg",2.0,3.0,3.9,13700000.000000002,3512820.5128205135
One Bedroom Non Furnished Apartment Available For Sale In Gulberg Heights Gulberg Green Islamabad,"Gulberg Heights, Gulberg Greens",1.0,1.0,3.1,11000000.0,3548387.0967741935
2 Bed Room Apartment With 2 Balcony ;Veiw Apartment Available For Sale investor Rate,"Gulberg Icon 2, Gulberg Greens",2.0,2.0,3.5,11000000.0,3142857.1428571427
2 Bed Apartment For Sale In Gulberg Greens Islamabad,"Gulberg Greens, Gulberg",2.0,2.0,3.2,8400000.0,2625000.0
Exclusive E-11/3 Family Home | Street-End Privacy | 4 Bed + Basement + Lawn,"E-11/3, E-11",6.0,7.0,20.0,150000000.0,7500000.0
10 Marla Brand New House For Sale Top City-1,"Top City 1, Islamabad",5.0,6.0,10.0,42500000.0,4250000.0
10 Marla Brand New luxury House for Sale,"Top City 1, Islamabad",5.0,6.0,10.0,44500000.0,4450000.0
Double Storey 4 Marla House For sale In G-11 G-11,"G-11, Islamabad",3.0,3.0,4.0,37500000.0,9375000.0
Double Storey New 7 Marla House Available In G-11 For Sale,"G-11, Islamabad",4.0,4.0,7.0,67500000.0,9642857.142857144
25 X 40 House Available For Sale In G-13,"G-13/1, G-13",4.0,5.0,4.4,31500000.0,7159090.909090908
5 Marla House For Sale On Best Price,"National Police Foundation O-9 - Block C, National Police Foundation O-9",4.0,5.0,5.0,19000000.0,3800000.0
4 Bed Brand New Double Story House For Sale On 1 Kanal,"Bani Gala, Islamabad",4.0,,20.0,65000000.0,3250000.0
Beautiful New House For Sale,"DHA Phase 2 - Sector B, DHA Defence Phase 2",8.0,6.0,20.0,155000000.0,7750000.0
Centrally Located House Available In MPCHS - Block C For Sale,"MPCHS - Block C, MPCHS - Multi Gardens",,,12.4,55000000.0,4435483.870967742
3 Bedroom Apartment For Sale On (Investor Rate) Nearby Masjid &Amp; Family Park In Askari Heights 04 DHA 05 Islamabad,"Askari Heights 4, DHA Phase 5 - Sector H",3.0,4.0,12.0,24000000.0,2000000.0
CDA SECTOR I-10 MARKAZ CORNER FLAT FOR SALE,"I-10 Markaz, I-10",2.0,1.0,4.2,31000000.0,7380952.380952381
1245 Square Yards House In F-8/2 Is Best Option,"F-8/2, F-8",,,50.0,500000000.0,10000000.0
3 Bedroom Apartment for Sale on (Urgent Basis) on (Investor Rate) in Al-Ghurair Giga Islamabad,"Defence Residency, DHA Defence Phase 2",3.0,4.0,7.0,13300000.0,1900000.0
10 Marla Beautiful Double Unit Luxury Spanish Design House,"Bani Gala, Islamabad",5.0,6.0,10.0,43500000.0,4350000.0
30*50 Cda Transfer Brand New Top Location Big Street House Available In G-9/4,"G-9/4, G-9",7.0,6.0,6.7,74000000.0,11044776.119402984
1 Kanal House For Sale 15 kv solar Spanish House Corner 9 Bed 3 Story 3 Unit Brand New 20 Marla Extra Land Not Paid Dha Phase 2 Islamabad,"DHA Defence Phase 2, DHA Defence",9.0,7.0,20.0,165000000.0,8250000.0
Beautiful 4 Bed Double Unit House Available For Sale Ideal Location 50 Feet Street F-11/3,"F-11/3, F-11",4.0,5.0,10.0,100000000.0,10000000.0
1 Kanal Beautiful 6Bed House Available For Sale Ideal Location E-11,"E-11/3, E-11",6.0,6.0,20.0,137500000.0,6875000.0
House Available For Sale With Extra Land,"F-7, Islamabad",6.0,6.0,42.0,550000000.0,13095238.095238095
"Prime Location, Demolish-Able House For Sale","F-7, Islamabad",7.0,,28.0,340000000.0,12142857.142857144
1 Kanal Beautiful Double Storey House For Sale At Multi Garden B17 Islamabad,"B-17, Islamabad",6.0,6.0,20.0,85000000.0,4250000.0
14 MARLA BRAND NEW HOUSE,"G-14, Islamabad",6.0,6.0,14.0,79000000.0,5642857.142857143
Sukh Chyn F10 3 Bedrooms Apartment Available For Sale With Modern Infrastructure And Amenities.,"Sukh Chayn Residence, F-10",3.0,4.0,9.0,90000000.0,10000000.0
BRAND NEW 50x90 HOUSE WITH FULL BASEMENT,"D-12/4, D-12",9.0,,20.0,270000000.0,13500000.0
Used 35x70 Investor Price In G-13/4 Islamabad,"G-13/4, G-13",6.0,6.0,10.0,63500000.0,6350000.0
Brand New 10 Marla Spanish Villa For Sale In DHA Phase 5 Islamabad Emaar Canyon Views,"DHA Defence Phase 5, DHA Defence",5.0,7.0,10.0,52500000.0,5250000.0
Semi Furnished 1 Kanal High Quality House,"DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,139000000.0,6950000.0
7 Bed Designer House In A Peaceful Street,"DHA Defence Phase 2, DHA Defence",7.0,7.0,20.0,115000000.0,5750000.0
Designer 1 Kanal House Near Central Park DHA-2,"DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,145000000.0,7250000.0
6 Marla Brand New House Available For Sale In CDA Sector I-14 Islamabad . Demand 2.9 Crore,"I-14/4, I-14",5.0,6.0,6.0,29000000.0,4833333.333333333
F-6 SPANISH DESIGN HOUSE,"F-6, Islamabad",6.0,6.0,10.0,230000000.0,23000000.0
F-7/3 Brand New Luxurious House,"F-7, Islamabad",6.0,6.0,24.0,560000000.0,23333333.333333332
"Extra Ordinary Chelsea Apartments, in Royal Enclave Diplomatic Enclave Facing Margalla Hills Available","Diplomatic Enclave, Islamabad",2.0,2.0,6.8,75000000.0,11029411.764705883
Investment Opportunity! 511 SQYD House is for SALE,"F-8, Islamabad",5.0,6.0,20.0,250000000.0,12500000.0
10 Marla House In Beautiful Location Of Bahria Enclave - Sector A In Islamabad,"Bahria Enclave - Sector A, Bahria Enclave",5.0,6.0,10.0,51500000.0,5150000.0
5 Marla Brand New House Double United House Available For Sale,"Bahria Enclave, Bahria Town",3.0,3.0,5.0,23500000.0,4700000.0
Sector C3 10 Marla Brand New House Heighted Location Excellent Construction Quality Sun Facing Available For Sale,"Bahria Enclave - Sector C3, Bahria Enclave",5.0,6.0,10.0,46000000.0,4600000.0
A Block 10 Marla Brand New House For Sale,"Top City 1 - Block A, Top City 1",5.0,6.0,10.0,44000000.0,4400000.0
Spanish House Solar Installed,"Naval Anchorage, Islamabad",6.0,6.0,20.0,80000000.0,4000000.0
3 Bed Flat For Sale In Heights 4 Dha 5,"Askari Heights 4, DHA Phase 5 - Sector H",3.0,3.0,10.0,26500000.0,2650000.0
Beautiful Fully Furnished 2 Bedroom Apartments For Sale,"Karakoram Diplomatic Enclave, Islamabad",2.0,2.0,7.1,70000000.0,9859154.929577466
Brand New 10 Marla House Available In Top City 1 - Block A For Sale,"Top City 1 - Block A, Top City 1",6.0,,10.0,44500000.0,4450000.0
Highly-Desirable On Excellent Location House Available In D-12 For sale,"D-12, Islamabad",5.0,6.0,5.0,57500000.0,11500000.0
Fully Renovated House Available For Sale,"F-7, Islamabad",6.0,6.0,26.0,390000000.0,15000000.0
Prime Location House Available For Sale In F7,"F-7, Islamabad",6.0,6.0,36.0,420000000.0,11666666.666666666
Askari Flat For Sale,"Askari Tower 3, DHA Defence Phase 5",3.0,4.0,11.9,32000000.0,2689075.6302521005
BRAND NEW 1 Kanal Double Story House For Sale Imran Khan Chowk Banigala,"Bani Gala, Islamabad",5.0,5.0,20.0,65000000.0,3250000.0
BRAND New Beautiful Spanish House For Sale In Banigala Near Korang Road,"Bani Gala, Islamabad",6.0,6.0,10.0,49000000.0,4900000.0
My Own House Available For Sale Original Pictures Attached,"National Police Foundation O-9, Islamabad",5.0,5.0,10.0,35000000.0,3500000.0
New Beautiful Family House At Best Price,"Soan Garden, Islamabad",4.0,6.0,6.0,28400000.0,4733333.333333333
Most Luxuries Specious 3 Bedroom Corner Apartment Goldcrest Highlife-1 Nera GIGA MALL DHA Phase 2 Islamabad. . . .,"Goldcrest Highlife, DHA Defence Phase 2",3.0,4.0,14.3,32200000.000000004,2251748.2517482517
Brand New Luxury 3 Bedroom Apartment Available For Sale Roof Top Swimming Pool Near GIGA Mall Dha Phase 2 Islamabad,"Al-Ghurair Giga - Block 16, Al-Ghurair Giga",3.0,3.0,5.2,15000000.0,2884615.3846153845
Brand New Luxury 3 Bedroom Apartment Available For Sale Roof Top Swimming Pool Near GIGA Mall Dha Phase 2 Islamabad,"Goldcrest Views, DHA Defence Phase 2",3.0,3.0,5.1,15000000.0,2941176.4705882357
Size 50x90 Brand New Double Storey Luxury House For Sale IN G-13,"G-13, Islamabad",7.0,7.0,20.0,165000000.0,8250000.0
"7 Marla Brand New Grey structure Available for sale in CDA sector I-14 Islamabad , Demand 2.2 crore","I-14, Islamabad",4.0,5.0,7.0,22000000.0,3142857.1428571427
01 Kanal Triple Storey 10 Beds House,"E-17/3, E-17",10.0,,20.0,62000000.0,3100000.0
Size 35x70 Double Store Luxury House For Sale IN G-13,"G-13, Islamabad",6.0,7.0,10.0,70000000.0,7000000.0
6 Marla House available for sale in Korang town Islamabad,"Korang Town, Islamabad",4.0,4.0,6.0,28000000.0,4666666.666666667
Bahria Enclave Flat For Sale Sized 1250 Square Feet,"Bahria Enclave, Bahria Town",2.0,2.0,5.6,15500000.0,2767857.142857143
10 Marla House Available In Bahria Enclave - Sector C1 For Sale,"Bahria Enclave - Sector C1, Bahria Enclave",5.0,5.0,10.0,55000000.0,5500000.0
One Constitution    Avenue 2 Bed Luxurious Apartment For Sale,"One Constitution Avenue, Constitution Avenue",1.0,1.0,4.5,55000000.0,12222222.222222222
"Here's a description:  Diplomatic Enclave Luxurious 2-Bedroom Semi-Furnished Apartment for Sale in Diplomatic Enclave, Islamabad","Diplomatic Enclave, Islamabad",2.0,2.0,6.5,72000000.0,11076923.076923076
Sector C1 10 Marla 5 Bedroom Owner Build House For Sale,"Bahria Enclave - Sector C1, Bahria Enclave",5.0,5.0,10.0,53500000.0,5350000.0
On Excellent Location,"G-13/3, G-13",7.0,6.0,14.0,105000000.0,7500000.0
5 Marla House For Sale,"B-17, Islamabad",4.0,6.0,5.0,23500000.0,4700000.0
Idyllic House Available In G-16/4 For sale,"G-16/4, G-16",5.0,6.0,7.0,38000000.0,5428571.428571428
Beautiful New House,"Bani Gala, Islamabad",4.0,6.0,7.0,29000000.0,4142857.1428571427
2 Bed Apartment Sector-C-1,"Bahria Enclave - Sector C1, Bahria Enclave",2.0,2.0,4.9,11000000.0,2244897.9591836734
Luxurious Triple Storey House For Sale In Prime Location Of F-7/3,"F-7/3, F-7",8.0,1.0,50.0,650000000.0,13000000.0
"Triple Story House, Prime Location House Available For Sale In F7","F-7, Islamabad",10.0,,40.0,650000000.0,16250000.0
10 Marla Beautiful House For Sale In Faisal Town Phase 1,"Faisal Town - F-18, Islamabad",6.0,6.0,10.0,48500000.0,4850000.0
10 MARLA CORNER HOUSE FOR SALE IN FAISAL TOWN,"Faisal Town - F-18, Islamabad",6.0,7.0,10.0,55000000.0,5500000.0
"House for Sale Prime Location Near F-10 Markaz, Islamabad","F-10/3, F-10",4.0,3.0,4.2,48000000.0,11428571.428571427
Bahria Enclave 5 Marla Grey Structure House For Sale In Sector N,"Bahria Enclave, Bahria Town",3.0,4.0,5.0,15500000.0,3100000.0
Hottest Offer! 2 Bed Possession able Apartment in Park View City | 18-Month Installments | Limited Time Offer,"Park View - Block B, Park View City",2.0,2.0,5.8,38900000.0,6706896.551724138
Sale A House In Islamabad Prime Location,"DHA Phase 2 - Sector J, DHA Defence Phase 2",4.0,5.0,6.0,46000000.0,7666666.666666667
"A Brand NEW House For Sale In Abdullah Garden , H 13 Islamabad","H-13, Islamabad",5.0,7.0,5.6,19800000.0,3535714.285714286
Luxurious 1 Kanal Double Unit House For Sale In DHA Defence Phase 2 Islamabad!,"DHA Defence Phase 2, DHA Defence",6.0,7.0,20.0,118000000.0,5900000.0
"Luxury 2 Bedrooms Apartment In Giga Goldcrest Views, DHA Defence Phase 2","DHA Defence Phase 2, DHA Defence",2.0,2.0,8.9,25000000.0,2808988.7640449437
Premium 1-Kanal Residence For Sale In DHA 2 Walking Distance To Giga Mall,"DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,137000000.0,6850000.0
"1 Kanal House for Sale DHA Phase 2, Islamabad","DHA Defence Phase 5, DHA Defence",5.0,5.0,20.0,105000000.0,5250000.0
Corner Brand New Double Luxury House For Sale In G-13 Islamabad,"G-13, Islamabad",6.0,7.0,10.0,94000000.0,9400000.0
Brand New 35X70 Luxury House For Sale In G-13 Islamabad,"G-13, Islamabad",6.0,7.0,10.0,83000000.0,8300000.0
Beautiful Designer 5 Marla Double story House For Sale Sector B Bahria Enclave Islamabad,"Bahria Enclave - Sector B1, Bahria Enclave",3.0,3.0,5.0,28500000.0,5700000.0
Full House For Sale In E-7 Islamabad,"E-7, Islamabad",8.0,7.0,36.0,750000000.0,20833333.333333332
5 MARLA LUXURY BRAND NEW HOUSE AVAILABLE FOR SALE,"D-12/1, D-12",4.0,5.0,5.0,57500000.0,11500000.0
Ideally Located Studio Apartment In J7 Emporium,"B-17, Islamabad",,1.0,3.2,11000000.0,3437500.0
Park Corner Solid Triple Storey 60x90 House for Sale in I-8,"I-8, Islamabad",8.0,7.0,24.0,190000000.0,7916666.666666667
Get In Touch Now To Buy A 2019 Square Feet Flat In The Centaurus,"The Centaurus, F-8",2.0,3.0,9.0,90000000.0,10000000.0
23 Marla Corner Double Storey Two Gate House,"Bahria Enclave - Sector C, Bahria Enclave",5.0,6.0,24.0,100000000.0,4166666.6666666665
Designer 7 Marla Brand New House For Sale,"Faisal Town - F-18, Islamabad",6.0,7.0,8.0,36500000.0,4562500.0
House For Sale In Bahria Enclave Islamabad corner House,"Bahria Enclave - Sector H, Bahria Enclave",3.0,4.0,6.6,23000000.0,3484848.484848485
House For Sale - Short Corner,"MPCHS - Block F, MPCHS - Multi Gardens",4.0,5.0,5.0,23500000.0,4700000.0
"Luxurious 7 Bed House In F-8, Prime Location, CDA Transfer, Price 85Cr","F-8, Islamabad",7.0,,72.0,850000000.0,11805555.555555556
